year,0,1,2,5
'95,51,16,20,13
'96,49,16,21,14
'97,50,16,21,13
'98,49,16,21,14
'99,48,16,21,15
'00,47,16,22,15
'01,45,16,23,16
'02,45,16,23,17
'03,43,16,23,18
'04,40,16,24,19
'05,40,17,24,20
'06,38,17,25,20
'07,38,16,25,21
'08,38,16,25,22
'09,38,16,25,21
'10,40,16,24,20
